product_desc,price,image,link
Gold Kundan Blue Bead Pearl Earring Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00042/1.jpg,https://www.houseofindya.com/gold-kundan-blue-bead-pearl-earring-necklace-set-290/iprdt
Silver S Motif Hoop Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00287/1.jpg,https://www.houseofindya.com/silver-s-motif-hoop-earrings-22/iprdt
Gold Ethnic Floral Dangler Earrings,800.00,https://img.faballey.com/Images/Product/ZEA00208/1.jpg,https://www.houseofindya.com/gold-ethnic-floral-dangler-earrings-22/iprdt
Dual Gold Kundan Green Bead Earring Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00055/1.jpg,https://www.houseofindya.com/dual-gold-kundan-green-bead-earring-necklace-set-290/iprdt
Black Beaded Weave Dangler Earrings,675.00,https://img.faballey.com/Images/Product/ZEA00276/1.jpg,https://www.houseofindya.com/black-beaded-weave-dangler-earrings-22/iprdt
White Blue Diamond Drop String Earring Necklace Set,2875.00,https://img.faballey.com/Images/Product/ZNS00031/1.jpg,https://www.houseofindya.com/white-blue-diamond-drop-string-earring-necklace-set-290/iprdt
Blue Bead Kundan Earring Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00050/1.jpg,https://www.houseofindya.com/blue-bead-kundan-earring-necklace-set-290/iprdt
Gold Mesh Cuff Bracelet,600.00,https://img.faballey.com/Images/Product/ZBR00051/1.jpg,https://www.houseofindya.com/gold-mesh-cuff-bracelet-27/iprdt
Gold Half Moon Satin Stud Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00277/1.jpg,https://www.houseofindya.com/gold-half-moon-satin-stud-earrings-22/iprdt
Gold Kundan Square Bracelet With Green White Delicate Drops,1200.00,https://img.faballey.com/Images/Product/ZBR00046/1.jpg,https://www.houseofindya.com/gold-kundan-square-bracelet-with-green-white-delicate-drops-27/iprdt
Gold Satin Finish Geometric Dangler Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00280/1.jpg,https://www.houseofindya.com/gold-satin-finish-geometric-dangler-earrings-22/iprdt
Gold Kundan Green Bead String Earring Necklace Set,2000.00,https://img.faballey.com/Images/Product/ZNS00049/1.jpg,https://www.houseofindya.com/gold-kundan-green-bead-string-earring-necklace-set-290/iprdt
Gold Kundan Bracelet With Red Green Delicate Drops,1200.00,https://img.faballey.com/Images/Product/ZBR00048/1.jpg,https://www.houseofindya.com/gold-kundan-bracelet-with-red-green-delicate-drops-27/iprdt
Gold Kundan Floral Bloom Earrings,975.00,https://img.faballey.com/Images/Product/ZEA00036/1.jpg,https://www.houseofindya.com/gold-kundan-floral-bloom-earrings-22/iprdt
Gold Multistone Drop Dangler Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00202/1.jpg,https://www.houseofindya.com/gold-multistone-drop-dangler-earrings-22/iprdt
Gold Kundan Delicate Pearl Drop Earrings,1050.00,https://img.faballey.com/Images/Product/ZEA00254/1.jpg,https://www.houseofindya.com/gold-kundan-delicate-pearl-drop-earrings-22/iprdt
Silver Concentric Spiral Oxidised Dangler Earrings,275.00,https://img.faballey.com/Images/Product/ZEA00183/1.jpg,https://www.houseofindya.com/silver-concentric-spiral-oxidised-dangler-earrings-22/iprdt
White Studded Drop Diamond Hoop Earrings,1200.00,https://img.faballey.com/Images/Product/ZEA00226/1.jpg,https://www.houseofindya.com/white-studded-drop-diamond-hoop-earrings-22/iprdt
Gold Textured Delicate Drop Dangler Earrings,475.00,https://img.faballey.com/Images/Product/ZEA00192/1.jpg,https://www.houseofindya.com/gold-textured-delicate-drop-dangler-earrings-22/iprdt
Silver Sleek Concentric Oxidised Dangler Earrings,325.00,https://img.faballey.com/Images/Product/ZEA00199/1.jpg,https://www.houseofindya.com/silver-sleek-concentric-oxidised-dangler-earrings-22/iprdt
White Grape Cluster Diamond Dangler Earrings,975.00,https://img.faballey.com/Images/Product/ZEA00045/1.jpg,https://www.houseofindya.com/white-grape-cluster-diamond-dangler-earrings-22/iprdt
Silver Daana Oxidised Hoop Earrings,425.00,https://img.faballey.com/Images/Product/ZEA00170/1.jpg,https://www.houseofindya.com/silver-daana-oxidised-hoop-earrings-22/iprdt
White Green Diamond Dangler Earrings,950.00,https://img.faballey.com/Images/Product/ZEA00031/1.jpg,https://www.houseofindya.com/white-green-diamond-dangler-earrings-22/iprdt
White Gold Diamond Hoop Earrings,1150.00,https://img.faballey.com/Images/Product/ZEA00227/1.jpg,https://www.houseofindya.com/white-gold-diamond-hoop-earrings-22/iprdt
Gold Blue Linked Dangler Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00186/1.jpg,https://www.houseofindya.com/gold-blue-linked-dangler-earrings-22/iprdt
Gold Druzy Drop Hoop Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00204/1.jpg,https://www.houseofindya.com/gold-druzy-drop-hoop-earrings-22/iprdt
Silver Bar Leaf Drop Oxidised Dangler Earrings,250.00,https://img.faballey.com/Images/Product/ZEA00169/1.jpg,https://www.houseofindya.com/silver-bar-leaf-drop-oxidised-dangler-earrings-22/iprdt
Red Green Kundan Meena Pearl Dangler Earrings,900.00,https://img.faballey.com/Images/Product/ZEA00211/1.jpg,https://www.houseofindya.com/red-green-kundan-meena-pearl-dangler-earrings-22/iprdt
Gold Red Kundan Bead Drop Earrings,1050.00,https://img.faballey.com/Images/Product/ZEA00253/1.jpg,https://www.houseofindya.com/gold-red-kundan-bead-drop-earrings-22/iprdt
White Gold Linked Blue Drop Diamond Earrings,1250.00,https://img.faballey.com/Images/Product/ZEA00233/1.jpg,https://www.houseofindya.com/white-gold-linked-blue-drop-diamond-earrings-22/iprdt
Gold Green Jadau Beaded Circular Dangler Earrings,1200.00,https://img.faballey.com/Images/Product/ZEA00247/1.jpg,https://www.houseofindya.com/gold-green-jadau-beaded-circular-dangler-earrings-22/iprdt
Gold Kundan Moti Floral Earrings,800.00,https://img.faballey.com/Images/Product/ZEA00251/1.jpg,https://www.houseofindya.com/gold-kundan-moti-floral-earrings-22/iprdt
Gold Brown Textured Petal Dangler Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00193/1.jpg,https://www.houseofindya.com/gold-brown-textured-petal-dangler-earrings-22/iprdt
